% Model:              off_off_off.mph
% Version:            COMSOL 6.3.0.335
% Date:               Feb 6 2025, 22:41
% Table:              Table 9 - Global Evaluation 2
% k (1/m)                                         Eigenfrequency (Hz)                               Frequency (Hz)                                    p_ax (1)                                          p_tr (1)
0                                                 0.04514428009739759i                              0.04514428009739759i                              NaN                                               NaN
0                                                 0.04391962296830805                               0.04391962296830805                               NaN                                               NaN
0                                                 1955.0211804642363                                1955.0211804642363                                NaN                                               NaN
0                                                 1961.3546262725856                                1961.3546262725856                                NaN                                               NaN
0                                                 10671.11219121512                                 10671.11219121512                                 NaN                                               NaN
0                                                 10677.667574502375                                10677.667574502375                                NaN                                               NaN
0                                                 20921.40447463754                                 20921.40447463754                                 NaN                                               NaN
0                                                 26653.787627615176                                26653.787627615176                                NaN                                               NaN
0                                                 41360.06131153889                                 41360.06131153889                                 NaN                                               NaN
0                                                 41378.61702471798                                 41378.61702471798                                 NaN                                               NaN
0                                                 42271.63491464612                                 42271.63491464612                                 NaN                                               NaN
0                                                 43260.77183118227                                 43260.77183118227                                 NaN                                               NaN
0                                                 61275.52704630262                                 61275.52704630262                                 NaN                                               NaN
0                                                 61302.63797215087                                 61302.63797215087                                 NaN                                               NaN
0                                                 79858.44521956838                                 79858.44521956838                                 NaN                                               NaN
0                                                 86493.55560189688                                 86493.55560189688                                 NaN                                               NaN
0                                                 88704.15959267101                                 88704.15959267101                                 NaN                                               NaN
0                                                 90050.62056664334                                 90050.62056664334                                 NaN                                               NaN
0                                                 105216.55159512952                                105216.55159512952                                NaN                                               NaN
0                                                 105259.55242834512                                105259.55242834512                                NaN                                               NaN
0.8814794201991561                                105429.22126862225+2.8827764775954444E-4i         105429.22126862225+2.8827764775954444E-4i         0.10527779596815141                               0.8947222040318497
1.3222191302987343                                0.443232807745982+8.74345921990584E-8i            0.443232807745982+8.74345921990584E-8i            1.2769723808752563E-6                             0.9999987230276196
1.3222191302987343                                638.3744037614031-3.344461330488273E-11i          638.3744037614031-3.344461330488273E-11i          0.9999998961728898                                1.0382710871871683E-7
1.3222191302987343                                1900.5839872960478+3.8726537197903664E-8i         1900.5839872960478+3.8726537197903664E-8i         0.006566766021444151                              0.9934332339785568
1.3222191302987343                                2016.3988269991569-1.1100515529268673E-7i         2016.3988269991569-1.1100515529268673E-7i         0.007059512032222026                              0.9929404879677765
1.3222191302987343                                10524.357263919213-2.444408847275569E-5i          10524.357263919213-2.444408847275569E-5i          0.020420118093142824                              0.9795798819068579
1.3222191302987343                                10826.055050754998-7.825345830515092E-7i          10826.055050754998-7.825345830515092E-7i          0.02123266176221414                               0.978767338237786
1.3222191302987343                                20912.501060060167+1.6482016048108505E-6i         20912.501060060167+1.6482016048108505E-6i         0.05531707870972579                               0.9446829212902751
1.3222191302987343                                26663.91578430705-1.3162596813870024E-4i          26663.91578430705-1.3162596813870024E-4i          0.02469180925279839                               0.9753081907472014
1.3222191302987343                                41089.186828312086-2.0818909531527424E-4i         41089.186828312086-2.0818909531527424E-4i         0.05948219057375102                               0.9405178094262477
1.3222191302987343                                41650.197101073834+1.1700462100940715E-4i         41650.197101073834+1.1700462100940715E-4i         0.060290181691284195                              0.939709818308717
1.3222191302987343                                41949.63030685904-1.993236524240724E-5i           41949.63030685904-1.993236524240724E-5i           0.9993596322741386                                6.403677258614048E-4
1.3222191302987343                                43579.809809301245-3.913806338508861E-5i          43579.809809301245-3.913806338508861E-5i          0.9991763143232769                                8.23685676721349E-4
1.3222191302987343                                60973.53094008189-5.316094219335368E-4i           60973.53094008189-5.316094219335368E-4i           0.07376118062994276                               0.9262388193700576
1.3222191302987343                                61604.91824167879+4.369383689952354E-4i           61604.91824167879+4.369383689952354E-4i           0.07427365375326778                               0.9257263462467311
1.3222191302987343                                79841.34576818628+5.828152074862684E-4i           79841.34576818628+5.828152074862684E-4i           0.06606434060301379                               0.9339356593969868
1.3222191302987343                                86511.05048965044-0.0016590642276091004i          86511.05048965044-0.0016590642276091004i          0.12233407384829838                               0.8776659261517026
1.3222191302987343                                88493.05749169475-1.029224859826584E-4i           88493.05749169475-1.029224859826584E-4i           0.9966767454195503                                0.003323254580448064
1.3222191302987343                                90264.17260708485+1.210716434436425E-4i           90264.17260708485+1.210716434436425E-4i           0.9960250835999375                                0.0039749164000602724
1.3222191302987343                                104949.92595579481+3.290032725203812E-4i          104949.92595579481+3.290032725203812E-4i          0.10542852593449815                               0.8945714740655033
1.3222191302987343                                105523.3070019491-9.166994237851269E-5i           105523.3070019491-9.166994237851269E-5i           0.10524950284138965                               0.8947504971586105
1.7629588403983123                                0.7874831603649608+4.4992163311606586E-8i         0.7874831603649608+4.4992163311606586E-8i         2.2702484687502314E-6                             0.9999977297515323
1.7629588403983123                                851.164052624103-1.2994424843441236E-13i          851.164052624103-1.2994424843441236E-13i          0.9999998151974491                                1.8480254964892406E-7
1.7629588403983123                                1881.5741239975353+1.501454505850773E-7i          1881.5741239975353+1.501454505850773E-7i          0.006486701646315054                              0.9935132983536834
1.7629588403983123                                2035.8803461129155-1.846204590602335E-8i          2035.8803461129155-1.846204590602335E-8i          0.007144357290441479                              0.9928556427095587
1.7629588403983123                                10474.74351851797-2.7847599462336754E-5i          10474.74351851797-2.7847599462336754E-5i          0.020284179799028742                              0.9797158202009703
1.7629588403983123                                10876.939093492576-5.342064752029945E-6i          10876.939093492576-5.342064752029945E-6i          0.02136772896187809                               0.9786322710381216
1.7629588403983123                                20905.59826738771-2.4385276059601485E-4i          20905.59826738771-2.4385276059601485E-4i          0.05525748548062535                               0.9447425145193732
1.7629588403983123                                26671.77092894933+1.0801415890365953E-4i          26671.77092894933+1.0801415890365953E-4i          0.024756068119855576                              0.9752439318801431
1.7629588403983123                                40996.05193132447+4.138025069137551E-4i           40996.05193132447+4.138025069137551E-4i           0.05934919497607119                               0.9406508050239295
1.7629588403983123                                41743.86532440107+6.397569960228304E-5i           41743.86532440107+6.397569960228304E-5i           0.06116328986587805                               0.9388367101341197
1.7629588403983123                                41768.21646048493+2.6820659956728244E-5i          41768.21646048493+2.6820659956728244E-5i          0.9986030530335754                                0.00139694696642476
1.7629588403983123                                43758.93088067201+7.852719049882997E-5i           43758.93088067201+7.852719049882997E-5i           0.9991791953234764                                8.208046765235096E-4
1.7629588403983123                                60868.582677267346+4.111134740023595E-4i          60868.582677267346+4.111134740023595E-4i          0.07367271136960458                               0.9263272886303955
1.7629588403983123                                61710.08551824731-6.703875127417261E-4i           61710.08551824731-6.703875127417261E-4i           0.07435703258020675                               0.9256429674197921
1.7629588403983123                                79828.10875343226-1.9396243005360462E-4i          79828.10875343226-1.9396243005360462E-4i          0.06616257877836153                               0.9338374212216394
1.7629588403983123                                86524.60121631394+0.002830589956295951i           86524.60121631394+0.002830589956295951i           0.12223852818915795                               0.877761471810843
1.7629588403983123                                88359.00236069095+6.387913161588519E-4i           88359.00236069095+6.387913161588519E-4i           0.9966513489380485                                0.0033486510619526737
1.7629588403983123                                90400.13440529029+3.092827301622831E-5i           90400.13440529029+3.092827301622831E-5i           0.9960495754604619                                0.003950424539539133
1.7629588403983123                                104853.74593181326+2.281791191530654E-4i          104853.74593181326+2.281791191530654E-4i          0.10545446703984761                               0.8945455329601522
1.7629588403983123                                105617.25056792503-5.736263370497526E-4i          105617.25056792503-5.736263370497526E-4i          0.105219761272541                                 0.8947802387274605
2.2036985504978905                                1.2301688849783292+4.187159224458966E-8i          1.2301688849783292+4.187159224458966E-8i          3.5474146226531793E-6                             0.9999964525853762
2.2036985504978905                                1063.9521514720557-1.1032987853592281E-10i        1063.9521514720557-1.1032987853592281E-10i        0.999999710588575                                 2.8941142542977766E-7
2.2036985504978905                                1862.6280755720245+8.237565379012551E-8i          1862.6280755720245+8.237565379012551E-8i          0.006407362799847152                              0.993592637200153
2.2036985504978905                                2055.432217428741+2.1712682989707327E-7i          2055.432217428741+2.1712682989707327E-7i          0.007229842370374638                              0.992770157629626
2.2036985504978905                                10425.319406489069+1.624868998999359E-5i          10425.319406489069+1.624868998999359E-5i          0.020148101117523888                              0.9798518988824757
2.2036985504978905                                10927.997050627606-2.8574221371869777E-5i         10927.997050627606-2.8574221371869777E-5i         0.021502688880677356                              0.9784973111193239
2.2036985504978905                                20896.750860071403-4.274456385097833E-5i          20896.750860071403-4.274456385097833E-5i          0.055181445322823375                              0.9448185546771768
2.2036985504978905                                26681.84312694255-3.2553853996064336E-4i          26681.84312694255-3.2553853996064336E-4i          0.02483803719577584                               0.9751619628042251
2.2036985504978905                                40902.980186964756-3.9127388619492526E-4i         40902.980186964756-3.9127388619492526E-4i         0.05921683385400973                               0.9407831661459904
2.2036985504978905                                41574.53578202192-2.9120843687896573E-5i          41574.53578202192-2.9120843687896573E-5i          0.9993545748962468                                6.454251037522573E-4
2.2036985504978905                                41837.663633057724-1.920635337376996E-4i          41837.663633057724-1.920635337376996E-4i          0.06055985584489181                               0.9394401441551088
2.2036985504978905                                43949.61674944002+4.889651474662645E-5i           43949.61674944002+4.889651474662645E-5i           0.9991785990709849                                8.21400929017208E-4
2.2036985504978905                                60763.64126000636-8.438661685267434E-5i           60763.64126000636-8.438661685267434E-5i           0.07358355262534536                               0.9264164473746546
2.2036985504978905                                61815.30960409238+0.0011945015986766273i          61815.30960409238+0.0011945015986766273i          0.07443963758838448                               0.9255603624116168
2.2036985504978905                                79811.16798193264-2.1316742605366902E-4i          79811.16798193264-2.1316742605366902E-4i          0.06628704378332319                               0.933712956216677
2.2036985504978905                                86541.93064231687-0.0070143237768699376i          86541.93064231687-0.0070143237768699376i          0.12211745324085058                               0.8778825467591487
2.2036985504978905                                88209.33291078573+2.077369296247368E-4i           88209.33291078573+2.077369296247368E-4i           0.9966323527165005                                0.0033676472835005343
2.2036985504978905                                90552.25758255486-4.464029317273202E-4i           90552.25758255486-4.464029317273202E-4i           0.9960674310906898                                0.003932568909309499
2.2036985504978905                                104757.19153825035+0.0025056107933337044i         104757.19153825035+0.0025056107933337044i         0.10548023069390262                               0.8945197693060978
2.2036985504978905                                105710.929060862+0.0020264974384985616i           105710.929060862+0.0020264974384985616i           0.10518909570599032                               0.8948109042940086
2.6444382605974686                                1.7713356285371693-1.1150159950916425E-7i         1.7713356285371693-1.1150159950916425E-7i         5.108543554107169E-6                              0.9999948914564493
2.6444382605974686                                1276.7383247504827-1.3180604141015978E-11i        1276.7383247504827-1.3180604141015978E-11i        0.9999995811475805                                4.188524197386752E-7
2.6444382605974686                                1843.7512959178841+1.176186516007257E-8i          1843.7512959178841+1.176186516007257E-8i          0.006328720201584308                              0.9936712797984166
2.6444382605974686                                2075.0485397056777+6.294325225798977E-9i          2075.0485397056777+6.294325225798977E-9i          0.00731599689337517                               0.992684003106625
2.6444382605974686                                10376.089858762543-3.2512871452376685E-6i         10376.089858762543-3.2512871452376685E-6i         0.02001187229814159                               0.9799881277018575
2.6444382605974686                                10979.224575620963+3.1054906621428178E-6i         10979.224575620963+3.1054906621428178E-6i         0.021637552933438758                              0.9783624470665604
2.6444382605974686                                20885.979608395846+4.077405198098978E-5i          20885.979608395846+4.077405198098978E-5i          0.05508937062974164                               0.944910629370259
2.6444382605974686                                26694.110258992518-2.225050742017368E-6i          26694.110258992518-2.225050742017368E-6i          0.024937242033577316                              0.9750627579664232
2.6444382605974686                                40809.98283249364-1.1983011611936992E-4i          40809.98283249364-1.1983011611936992E-4i          0.05908553141937031                               0.9409144685806307
2.6444382605974686                                41373.62308743099-4.641856113018217E-8i           41373.62308743099-4.641856113018217E-8i           0.999359383139381                                 6.406168606186691E-4
2.6444382605974686                                41931.523872152786-1.867889733770764E-5i          41931.523872152786-1.867889733770764E-5i          0.060690478927578916                              0.9393095210724228
2.6444382605974686                                44146.89110436447-2.3373335922760516E-5i          44146.89110436447-2.3373335922760516E-5i          0.9991756221434298                                8.243778565704209E-4
2.6444382605974686                                60658.72005853552-3.113342564316649E-5i           60658.72005853552-3.113342564316649E-5i           0.07349365228387111                               0.9265063477161289
2.6444382605974686                                61920.577330584834+1.733015395271557E-4i          61920.577330584834+1.733015395271557E-4i          0.07452152176705303                               0.925478478232948
2.6444382605974686                                79790.58038907821-2.760284951961525E-4i           79790.58038907821-2.760284951961525E-4i           0.06643643627454379                               0.9335635637254552
2.6444382605974686                                86563.0004984478-4.0775611856461484E-4i           86563.0004984478-4.0775611856461484E-4i           0.12197203159489113                               0.8780279684051071
2.6444382605974686                                88049.46472545246+2.787087319978216E-5i           88049.46472545246+2.787087319978216E-5i           0.996619287913172                                 0.003380712086827793
2.6444382605974686                                90715.12565832044+1.6546857428486377E-4i          90715.12565832044+1.6546857428486377E-4i          0.9960791111453101                                0.003920888854691012
2.6444382605974686                                104660.30763716428-4.6437403709458704E-4i         104660.30763716428-4.6437403709458704E-4i         0.10550568569839229                               0.8944943143016079
2.6444382605974686                                105804.29411725682-1.6021670945257226E-4i         105804.29411725682-1.6021670945257226E-4i         0.10515766493848386                               0.8948423350615164
3.0851779706970466                                2.410963425255828-5.7892567034758226E-9i          2.410963425255828-5.7892567034758226E-9i          6.953724174962453E-6                              0.9999930462758261
3.0851779706970466                                1489.5222041171232-1.3405665454647405E-10i        1489.5222041171232-1.3405665454647405E-10i        0.999999420797586                                 5.792024125091103E-7
3.0851779706970466                                1824.9467345069734-1.5317115002297628E-8i         1824.9467345069734-1.5317115002297628E-8i         0.006250764185313656                              0.9937492358146868
3.0851779706970466                                2094.725819165463+1.3461098364853093E-8i          2094.725819165463+1.3461098364853093E-8i          0.007402835462675345                              0.9925971645373243
3.0851779706970466                                10327.058745255683+4.893214601678845E-7i          10327.058745255683+4.893214601678845E-7i          0.019875485830156712                              0.9801245141698446
3.0851779706970466                                11030.618295249566+1.1670268746235904E-6i         11030.618295249566+1.1670268746235904E-6i         0.021772329597889058                              0.9782276704021101
3.0851779706970466                                20873.309269775098+3.072908736003932E-5i          20873.309269775098+3.072908736003932E-5i          0.05498176513666296                               0.945018234863337
3.0851779706970466                                26708.548539188814-2.44312167317887E-5i           26708.548539188814-2.44312167317887E-5i           0.025053124185733015                              0.974946875814267
3.0851779706970466                                40717.06110133028+5.835696335185317E-6i           40717.06110133028+5.835696335185317E-6i           0.05895638714263296                               0.9410436128573673
3.0851779706970466                                41168.09244057794+5.807121278100726E-7i           41168.09244057794+5.807121278100726E-7i           0.9993597053370309                                6.402946629667477E-4
3.0851779706970466                                42025.465388812125+2.0402783905885023E-6i         42025.465388812125+2.0402783905885023E-6i         0.06082514690854194                               0.9391748530914584
3.0851779706970466                                44348.11442839325+1.8537391369460872E-5i          44348.11442839325+1.8537391369460872E-5i          0.9991710183579509                                8.28981642048593E-4
3.0851779706970466                                60553.82692893162-1.5690991188134757E-5i          60553.82692893162-1.5690991188134757E-5i          0.07340297956525109                               0.9265970204347476
3.0851779706970466                                62025.87921576892+6.732385756413993E-5i           62025.87921576892+6.732385756413993E-5i           0.07460270677885499                               0.9253972932211444
3.0851779706970466                                79766.41469553446+6.479034282463647E-5i           79766.41469553446+6.479034282463647E-5i           0.06660923605167476                               0.9333907639483254
3.0851779706970466                                86587.7366862131+1.6450124146585006E-4i           86587.7366862131+1.6450124146585006E-4i           0.12180372977512562                               0.8781962702248735
3.0851779706970466                                87882.8023897512-3.379607129317701E-5i            87882.8023897512-3.379607129317701E-5i            0.996611046660193                                 0.0033889533398077363
3.0851779706970466                                90885.33744313392-1.3276482785598549E-5i          90885.33744313392-1.3276482785598549E-5i          0.996085720032938                                 0.003914279967061055
3.0851779706970466                                104563.11959768322+4.413737921459162E-5i          104563.11959768322+4.413737921459162E-5i          0.10553075984252709                               0.8944692401574735
3.0851779706970466                                105897.32025899156+2.2439266886971717E-5i         105897.32025899156+2.2439266886971717E-5i         0.10512553068465087                               0.8948744693153464
3.5259176807966246                                3.149052429739307-5.6126877567619496E-8i          3.149052429739307-5.6126877567619496E-8i          9.083061622648967E-6                              0.9999909169383786
3.5259176807966246                                1702.3034232751943+2.984893644510045E-11i         1702.3034232751943+2.984893644510045E-11i         0.9999991041629884                                8.958370121851294E-7
3.5259176807966246                                1806.2163823009305-1.6196860286991708E-8i         1806.2163823009305-1.6196860286991708E-8i         0.006173605880992684                              0.9938263941190073
3.5259176807966246                                2114.46142580574+1.9417046708122167E-8i           2114.46142580574+1.9417046708122167E-8i           0.007490368996971423                              0.9925096310030264
3.5259176807966246                                10278.229724541969-1.0081610725532793E-6i         10278.229724541969-1.0081610725532793E-6i         0.019738935550441466                              0.9802610644495596
3.5259176807966246                                11082.175306687644-7.551713318717214E-7i          11082.175306687644-7.551713318717214E-7i          0.02190702676453134                               0.9780929732354678
3.5259176807966246                                20858.768171108022+1.666124179175237E-6i          20858.768171108022+1.666124179175237E-6i          0.05485919526164399                               0.9451408047383535
3.5259176807966246                                26725.12897366467+6.669546918665E-6i              26725.12897366467+6.669546918665E-6i              0.025185044566336297                              0.9748149554336629
3.5259176807966246                                40624.21728292993+3.689771333236961E-5i           40624.21728292993+3.689771333236961E-5i           0.058832816527347793                              0.9411671834726523
3.5259176807966246                                40959.439639791075-8.54047230503083E-7i           40959.439639791075-8.54047230503083E-7i           0.999354974071998                                 6.450259279991544E-4
3.5259176807966246                                42119.48510702537-5.9625882628216654E-6i          42119.48510702537-5.9625882628216654E-6i          0.060960534972221654                              0.939039465027778
3.5259176807966246                                44551.78845157574+2.8136383234247513E-6i          44551.78845157574+2.8136383234247513E-6i          0.9991652765120805                                8.347234879174822E-4
3.5259176807966246                                60448.96573209757-4.68514559546356E-6i            60448.96573209757-4.68514559546356E-6i            0.07331151223921724                               0.9266884877607814
3.5259176807966246                                62131.21247785396+3.465110308391212E-5i           62131.21247785396+3.465110308391212E-5i           0.07468320844057541                               0.9253167915594261
3.5259176807966246                                79738.74796078455-5.400650821472101E-5i           79738.74796078455-5.400650821472101E-5i           0.06680374543761537                               0.9331962545623848
3.5259176807966246                                86616.06084270854+2.088748645210949E-4i           86616.06084270854+2.088748645210949E-4i           0.12161416891095508                               0.8783858310890439
3.5259176807966246                                87711.51208322946-1.894189445373261E-5i           87711.51208322946-1.894189445373261E-5i           0.9966065416087604                                0.0033934583912389456
3.5259176807966246                                91060.72819331285+5.0165778138682495E-5i          91060.72819331285+5.0165778138682495E-5i          0.9960883262201679                                0.003911673779834063
3.5259176807966246                                104465.64006035704-1.5066443889180013E-4i         104465.64006035704-1.5066443889180013E-4i         0.10555542423007491                               0.8944445757699235
3.5259176807966246                                105989.99210017719-5.533082475929804E-5i          105989.99210017719-5.533082475929804E-5i          0.10509272535994818                               0.8949072746400479
3.9666573908962026                                3.985593803984854-6.038077819664488E-8i           3.985593803984854-6.038077819664488E-8i           1.1496677290010298E-5                             0.9999885033227107
3.9666573908962026                                1787.561722147689+4.090323068866003E-9i           1787.561722147689+4.090323068866003E-9i           0.00609693749993228                               0.9939030625000681
3.9666573908962026                                1915.0816836264603+4.12112111294029E-10i          1915.0816836264603+4.12112111294029E-10i          0.9999989150845126                                1.084915488941148E-6
